File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
Min,spa,Biling_Spa_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,15,15,3.13,3.13,.,.,.,36,50,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
Max,spa,Biling_Spa_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,114,107,9.77,9.84,.,.,.,179,701,.,.,1.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
SD,spa,Biling_Spa_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,12.22,11.73,1.17,1.18,.,.,.,21.51,92.5,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
Mean,spa,Biling_Spa_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,33.63,31.49,6.66,6.7,.,.,.,74.68,212.39,.,.,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394
Min,spa,Biling_Spa_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,13,7,2.88,2.88,.,.,.,22,30,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394
Max,spa,Biling_Spa_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,85,81,10.35,10.61,.,.,.,144,634,.,.,1.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394
SD,spa,Biling_Spa_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,10.39,10.1,1.09,1.11,.,.,.,19.86,81.13,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394
Mean,spa,Biling_Spa_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,38.15,36.18,7.64,7.73,.,.,.,90.2,277.83,.,.,0.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
Min,spa,Biling_Spa_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,9,4,3.94,3.94,.,.,.,14,26,.,.,0.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
Max,spa,Biling_Spa_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,79,72,10.84,10.94,.,.,.,142,538,.,.,1.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
SD,spa,Biling_Spa_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,8.7,8.97,1.12,1.14,.,.,.,19.09,81.56,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
Mean,spa,Biling_Spa_FGTD,.,7;4-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,36.32,33.86,7.83,7.91,.,.,.,83.86,263.91,.,.,0.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Min,spa,Biling_Spa_FGTD,.,7;4-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,21,14,5.43,5.64,.,.,.,42,76,.,.,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Max,spa,Biling_Spa_FGTD,.,7;4-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,66,61,11.16,11.36,.,.,.,116,404,.,.,1.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
SD,spa,Biling_Spa_FGTD,.,7;4-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,10.59,10.26,1.23,1.24,.,.,.,18.61,75.54,.,.,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Mean,spa,Biling_Spa_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,39.1,37.76,7.96,8.07,.,.,.,96.13,300.96,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167
Min,spa,Biling_Spa_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,12,7,5.43,5.45,.,.,.,22,55,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167
Max,spa,Biling_Spa_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,90,85,10.31,10.48,.,.,.,152,709,.,.,1.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167
SD,spa,Biling_Spa_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,9.74,9.61,0.97,0.99,.,.,.,19.42,85.42,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167
Mean,spa,Biling_Spa_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,38.91,37.41,7.77,7.87,.,.,.,93.93,291.9,.,.,0.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507
Min,spa,Biling_Spa_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,2,2,4.63,4.63,.,.,.,8,11,.,.,0.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507
Max,spa,Biling_Spa_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,80,80,11.65,11.77,.,.,.,156,683,.,.,1.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507
SD,spa,Biling_Spa_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,9.17,9.37,1.08,1.1,.,.,.,19.38,84.73,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,507
Mean,spa,Biling_Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,41.62,39.9,6.37,6.44,.,.,.,83.62,258.04,.,.,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
Min,spa,Biling_Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,7,4,3.55,3.55,.,.,.,13,22,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
Max,spa,Biling_Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,128,116,9.14,9.18,.,.,.,175,792,.,.,1.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
SD,spa,Biling_Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,14.11,13.82,0.89,0.9,.,.,.,23.03,106.93,.,.,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
Mean,spa,Biling_Spa_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,38.38,36.32,6.14,6.19,.,.,.,75.46,226.43,.,.,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456
Min,spa,Biling_Spa_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,12,4,3.33,3.33,.,.,.,13,22,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456
Max,spa,Biling_Spa_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,114,107,10,10.04,.,.,.,159,640,.,.,1.89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456
SD,spa,Biling_Spa_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,12.15,12.06,0.94,0.96,.,.,.,21.01,90.33,.,.,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456
Mean,spa,Biling_Spa_FOHO,.,7;0-7;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,45.44,43.96,6.42,6.49,.,.,.,91.66,286.68,.,.,0.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
Min,spa,Biling_Spa_FOHO,.,7;0-7;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,13,10,4.41,4.45,.,.,.,30,55,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
Max,spa,Biling_Spa_FOHO,.,7;0-7;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,116,115,8.81,8.9,.,.,.,185,846,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
SD,spa,Biling_Spa_FOHO,.,7;0-7;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FOHO,.,16.53,16.39,0.89,0.9,.,.,.,24.5,125.69,.,.,0.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
Mean,spa,Biling_Spa_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,32.77,29.44,5.77,5.9,.,.,.,64.35,173.68,.,.,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,350
Min,spa,Biling_Spa_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,2,2,2,2.17,.,.,.,10,12,.,.,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,350
Max,spa,Biling_Spa_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,73,71,8.93,9,.,.,.,122,444,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,350
SD,spa,Biling_Spa_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10.17,9.93,0.98,1.02,.,.,.,19.74,72.82,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,350
Mean,spa,Biling_Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,37.71,35.35,6.39,6.58,.,.,.,78.62,227.33,.,.,0.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
Min,spa,Biling_Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10,3,4.18,4.32,.,.,.,13,19,.,.,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
Max,spa,Biling_Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,68,68,9.31,9.78,.,.,.,120,437,.,.,1.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
SD,spa,Biling_Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10.26,10.41,0.89,0.93,.,.,.,19.6,76.82,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
Mean,spa,Biling_Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,37.35,33.82,6.09,6.26,.,.,.,72.71,208.59,.,.,0.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174
Min,spa,Biling_Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,14,4,2.5,2.5,.,.,.,8,13,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174
Max,spa,Biling_Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,81,78,8.78,9,.,.,.,127,492,.,.,1.68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174
SD,spa,Biling_Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10.75,11.34,0.93,0.98,.,.,.,19.83,78.77,.,.,0.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174
Mean,spa,Biling_Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,38.68,37.42,6.43,6.61,.,.,.,81.85,241.98,.,.,0.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
Min,spa,Biling_Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,4,4,3.25,3.38,.,.,.,14,26,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
Max,spa,Biling_Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,73,71,10.07,10.24,.,.,.,138,500,.,.,1.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
SD,spa,Biling_Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,9.65,9.8,0.95,0.98,.,.,.,19.39,75.2,.,.,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480
Mean,spa,Biling_Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,38.35,36.85,6.3,6.48,.,.,.,79.5,233.26,.,.,0.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,494
Min,spa,Biling_Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,2,2,3,3,.,.,.,9,9,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,494
Max,spa,Biling_Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,66,66,12.5,13,.,.,.,129,452,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,494
SD,spa,Biling_Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,9.65,9.63,0.95,0.99,.,.,.,19.11,72.78,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,494
Mean,spa,Biling_Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,42.61,41.12,7,7.21,.,.,.,92.99,288.33,.,.,0.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145
Min,spa,Biling_Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,14,4,4.51,4.6,.,.,.,19,21,.,.,0.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145
Max,spa,Biling_Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,71,71,11.04,11.42,.,.,.,138,558,.,.,1.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145
SD,spa,Biling_Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10.41,10.61,1.01,1.05,.,.,.,19.29,85.73,.,.,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145
Mean,spa,Biling_Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,41.15,39.76,6.74,6.93,.,.,.,88.83,267.97,.,.,0.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,278
Min,spa,Biling_Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,9,7,3.92,4.07,.,.,.,24,50,.,.,0.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,278
Max,spa,Biling_Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,118,116,9.23,9.46,.,.,.,193,820,.,.,2.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,278
SD,spa,Biling_Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10.67,10.59,0.88,0.9,.,.,.,19.22,80.16,.,.,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,278
Mean,spa,Biling_Spa_FWAY,.,9;0-9;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,43.4,42.15,7.17,7.38,.,.,.,96.23,303.64,.,.,0.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
Min,spa,Biling_Spa_FWAY,.,9;0-9;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,12,4,4.9,5.1,.,.,.,19,21,.,.,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
Max,spa,Biling_Spa_FWAY,.,9;0-9;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,75,73,10.98,11.44,.,.,.,165,558,.,.,1.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
SD,spa,Biling_Spa_FWAY,.,9;0-9;8,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FWAY,.,10.75,11.2,0.91,0.95,.,.,.,20.86,91.09,.,.,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136
Mean,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,35.28,32.91,5.99,6.02,.,.,.,60.24,199.73,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Min,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,13,11,3.93,3.93,.,.,.,25,55,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Max,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,91,90,8.13,8.19,.,.,.,106,599,.,.,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
SD,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,15.86,16.18,1.03,1.04,.,.,.,18.99,108.38,.,.,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Mean,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,35.28,32.91,5.99,6.02,.,.,.,60.24,199.73,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Min,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,13,11,3.93,3.93,.,.,.,25,55,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Max,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,91,90,8.13,8.19,.,.,.,106,599,.,.,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
SD,spa,Biling_Spa_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,15.86,16.18,1.03,1.04,.,.,.,18.99,108.38,.,.,0.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Mean,spa,Biling_Spa_Unique,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,39.79,38.07,6.49,6.54,.,.,.,72.44,246.45,.,.,0.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73
Min,spa,Biling_Spa_Unique,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,17,16,4.25,4.25,.,.,.,19,85,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73
Max,spa,Biling_Spa_Unique,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,88,87,10.42,10.74,.,.,.,131,617,.,.,1.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73
SD,spa,Biling_Spa_Unique,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,15.98,15.31,1.01,1.04,.,.,.,21.12,103.1,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73
Mean,spa,Biling_Spa_Unique,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,36.73,34.59,6.26,6.3,.,.,.,67.54,221.91,.,.,0.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74
Min,spa,Biling_Spa_Unique,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,15,7,3.33,3.33,.,.,.,19,36,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74
Max,spa,Biling_Spa_Unique,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,90,88,7.96,8.08,.,.,.,120,634,.,.,1.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74
SD,spa,Biling_Spa_Unique,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,14.56,15.1,0.97,0.98,.,.,.,20.66,111.01,.,.,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74
Mean,spa,Biling_Spa_Unique,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,40.54,38.83,6.9,7,.,.,.,76.06,269.26,.,.,0.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
Min,spa,Biling_Spa_Unique,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,19,15,3.64,3.64,.,.,.,33,80,.,.,0.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
Max,spa,Biling_Spa_Unique,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,99,97,11.59,11.85,.,.,.,126,668,.,.,1.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
SD,spa,Biling_Spa_Unique,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,19.32,18.81,1.27,1.29,.,.,.,22.09,135.93,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
Mean,spa,Biling_Spa_Unique,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,42.05,39.85,6.44,6.5,.,.,.,76.47,259.34,.,.,0.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Min,spa,Biling_Spa_Unique,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,10,10,4.05,4.16,.,.,.,27,61,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Max,spa,Biling_Spa_Unique,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,99,97,8.84,8.91,.,.,.,130,604,.,.,1.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
SD,spa,Biling_Spa_Unique,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,18.63,17.82,0.92,0.93,.,.,.,22.81,124.96,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
